alpha,gb_n_estimators,gb_max_features,gb_max_samples,gb_learning_rate,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
1.0,25.0,0.7,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.506999,0.536443,0.536443,0.546333,0.529574,0.529574,695631435614044.2,708300428430422.0,708300428430422.0,107.01,19260817.0,0.525397,0.568134,0.568134
1.0,25.0,0.7,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.507025,0.536093,0.536093,0.546318,0.529774,0.529774,696338807126988.2,709244467844281.2,709244467844281.2,106.22,19260817.0,0.526757,0.563941,0.563941
1.0,100.0,0.55,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507018,0.536542,0.536542,0.546322,0.529517,0.529517,696322161355505.1,709045858252199.9,709045858252199.9,1334.75,19260817.0,0.527211,0.568134,0.568134
1.0,100.0,0.85,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507015,0.536473,0.536473,0.546324,0.529557,0.529557,696466072198280.8,709266970256981.1,709266970256981.1,1501.82,19260817.0,0.527211,0.568134,0.568134
1.0,100.0,0.7,0.55,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507012,0.536563,0.536563,0.546325,0.529506,0.529506,698316037394684.0,711069714433338.4,711069714433338.4,1400.63,19260817.0,0.527211,0.568134,0.568134
1.0,100.0,0.7,0.85,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507015,0.536554,0.536554,0.546324,0.529511,0.529511,696091078178987.1,708849320956844.2,708849320956844.2,1430.91,19260817.0,0.528118,0.563941,0.563941
1.0,100.0,0.7,0.7,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507015,0.536521,0.536521,0.546324,0.52953,0.52953,696221978967041.2,708992733470769.6,708992733470769.6,1419.43,19260817.0,0.528118,0.568134,0.568134
1.0,100.0,0.7,0.7,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507016,0.536563,0.536563,0.546323,0.529506,0.529506,696921078081007.0,709650791642380.1,709650791642380.1,1428.16,19260817.0,0.527211,0.563941,0.563941
1.0,100.0,0.7,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.506998,0.536494,0.536494,0.546333,0.529545,0.529545,696588970330487.4,709312517140017.1,709312517140017.1,938.87,19260817.0,0.52585,0.568134,0.568134
1.0,100.0,0.7,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.507028,0.536251,0.536251,0.546317,0.529684,0.529684,697224478828812.9,710213625732513.4,710213625732513.4,948.48,19260817.0,0.528118,0.563941,0.563941
1.0,50.0,0.4,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.506997,0.536391,0.536391,0.546334,0.529604,0.529604,696083766673510.9,709348339416978.2,709348339416978.2,228.57,19260817.0,0.525397,0.563941,0.563941
1.0,50.0,0.55,0.55,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507007,0.536269,0.536269,0.546328,0.529673,0.529673,694434337048328.8,707447926176188.4,707447926176188.4,233.17,19260817.0,0.525397,0.568134,0.568134
1.0,50.0,0.55,0.85,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507018,0.536447,0.536447,0.546322,0.529572,0.529572,695239837610935.2,708052914342556.0,708052914342556.0,241.53,19260817.0,0.526757,0.563941,0.563941
1.0,50.0,0.55,0.7,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507005,0.536358,0.536358,0.54633,0.529623,0.529623,695452355708758.6,708590881197153.4,708590881197153.4,234.25,19260817.0,0.526531,0.563941,0.563941
1.0,50.0,0.55,0.7,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507007,0.536317,0.536317,0.546328,0.529646,0.529646,695397482329609.9,708384144491016.0,708384144491016.0,234.05,19260817.0,0.525397,0.568134,0.568134
1.0,50.0,0.55,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.506995,0.536356,0.536356,0.546335,0.529624,0.529624,694852067539972.0,707747040467522.6,707747040467522.6,234.66,19260817.0,0.525397,0.568134,0.568134
1.0,50.0,0.55,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.507026,0.536049,0.536049,0.546318,0.529799,0.529799,695160573689174.5,708282604727897.6,708282604727897.6,237.11,19260817.0,0.526077,0.563941,0.563941
1.0,50.0,0.85,0.55,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507005,0.536367,0.536367,0.546329,0.529618,0.529618,694134114678300.5,707049860256406.5,707049860256406.5,252.04,19260817.0,0.52381,0.568134,0.568134
1.0,50.0,0.85,0.85,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507014,0.536422,0.536422,0.546324,0.529586,0.529586,695085477044712.9,707943851390691.9,707943851390691.9,259.38,19260817.0,0.52517,0.568134,0.568134
1.0,50.0,0.85,0.7,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507014,0.536423,0.536423,0.546324,0.529585,0.529585,695298451703227.4,708231479505302.9,708231479505302.9,259.39,19260817.0,0.52585,0.568134,0.568134
1.0,50.0,0.85,0.7,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507006,0.536306,0.536306,0.546329,0.529652,0.529652,694767549095426.8,707912851889990.4,707912851889990.4,260.02,19260817.0,0.52449,0.568134,0.568134
1.0,50.0,0.85,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.506992,0.536354,0.536354,0.546337,0.529625,0.529625,694782391481500.6,707771961571490.6,707771961571490.6,258.4,19260817.0,0.52449,0.568134,0.568134
1.0,50.0,0.85,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.507026,0.536023,0.536023,0.546318,0.529814,0.529814,695364491949424.2,708523494935631.8,708523494935631.8,263.18,19260817.0,0.52517,0.563941,0.563941
1.0,50.0,0.7,0.4,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.506983,0.535996,0.535996,0.546342,0.52983,0.52983,693157421383069.9,706212765777021.9,706212765777021.9,246.43,19260817.0,0.52449,0.568134,0.568134
1.0,50.0,0.7,0.55,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507012,0.53639,0.53639,0.546325,0.529604,0.529604,694915197513149.8,707781767914638.0,707781767914638.0,244.39,19260817.0,0.527211,0.568134,0.568134
1.0,50.0,0.7,0.55,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.506991,0.536193,0.536193,0.546337,0.529717,0.529717,694698705855505.8,707716757763452.2,707716757763452.2,246.45,19260817.0,0.525397,0.568134,0.568134
1.0,50.0,0.7,0.55,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.506984,0.536257,0.536257,0.546341,0.52968,0.52968,693269874586524.5,706227843304201.4,706227843304201.4,246.69,19260817.0,0.52381,0.568134,0.568134
1.0,50.0,0.7,0.55,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.507011,0.535981,0.535981,0.546326,0.529838,0.529838,694138554584494.1,707228275309660.2,707228275309660.2,245.99,19260817.0,0.524943,0.563941,0.563941
1.0,50.0,0.7,0.85,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507017,0.53646,0.53646,0.546323,0.529564,0.529564,695524907740269.4,708299190150477.0,708299190150477.0,251.61,19260817.0,0.528118,0.568134,0.568134
1.0,50.0,0.7,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.507014,0.536415,0.536415,0.546324,0.52959,0.52959,695333940612507.6,708142381051265.6,708142381051265.6,252.08,19260817.0,0.526757,0.568134,0.568134
1.0,50.0,0.7,0.85,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.506998,0.536345,0.536345,0.546333,0.52963,0.52963,694972269350814.6,707840515431492.8,707840515431492.8,250.94,19260817.0,0.52517,0.568134,0.568134
1.0,50.0,0.7,0.85,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.507029,0.53613,0.53613,0.546316,0.529753,0.529753,695254619803982.1,708261308205813.9,708261308205813.9,255.25,19260817.0,0.52585,0.563941,0.563941
1.0,50.0,0.7,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092988,0.506739,0.535508,0.535508,0.546477,0.530108,0.530108,703791894749535.2,718383098653358.4,718383098653358.4,251.2,19260817.0,0.52585,0.572327,0.572327
1.0,50.0,0.7,0.7,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.506998,0.536389,0.536389,0.546333,0.529605,0.529605,695093493866403.0,708021393337856.2,708021393337856.2,251.7,19260817.0,0.52381,0.568134,0.568134
1.0,50.0,0.7,0.7,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.507028,0.536101,0.536101,0.546317,0.52977,0.52977,695605779146516.6,708660700247684.4,708660700247684.4,254.3,19260817.0,0.525624,0.563941,0.563941
1.0,50.0,0.7,0.7,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.506989,0.536248,0.536248,0.546338,0.529685,0.529685,694881357462440.2,708048841576862.2,708048841576862.2,251.74,19260817.0,0.52381,0.568134,0.568134
1.0,50.0,0.7,0.7,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.507021,0.535946,0.535946,0.54632,0.529858,0.529858,695284253360474.9,708593080907470.8,708593080907470.8,254.1,19260817.0,0.524943,0.560797,0.560797
1.0,50.0,0.7,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.924898549042972,0.506992,0.536414,0.536414,0.546337,0.529591,0.529591,694685064247851.9,707406914462408.9,707406914462408.9,246.43,19260817.0,0.52449,0.568134,0.568134
1.0,50.0,0.7,0.7,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.507055,0.535943,0.535943,0.546301,0.52986,0.52986,695804287420818.5,709145499513091.1,709145499513091.1,257.33,19260817.0,0.524717,0.563941,0.563941
0.01,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.448978,0.469966,0.469966,0.577588,0.566275,0.566275,843852877670655.1,877309959656637.0,877309959656637.0,65.71,19260817.0,0.548299,0.587002,0.587002
0.0001,50.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.497805,0.521836,0.521836,0.551404,0.537853,0.537853,754598540866779.8,777668941633911.5,777668941633911.5,238.25,19260817.0,0.531519,0.566038,0.566038
0.0001,25.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.493167,0.517889,0.517889,0.553944,0.540068,0.540068,772298999795935.2,799043750554352.8,799043750554352.8,67.99,19260817.0,0.530385,0.570231,0.570231
0.0001,25.0,0.4,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.449008,0.469855,0.469855,0.577572,0.566334,0.566334,843682120592753.8,877226788019659.1,877226788019659.1,65.05,19260817.0,0.549206,0.582809,0.582809
0.0001,25.0,0.4,0.85,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.504233,0.529213,0.529213,0.547863,0.533688,0.533688,729357524075428.4,748980374546505.0,748980374546505.0,65.78,19260817.0,0.526984,0.563941,0.563941
0.0001,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.446471,0.469489,0.469489,0.5789,0.566529,0.566529,838737477765240.8,870911160898439.6,870911160898439.6,64.8,19260817.0,0.539002,0.587002,0.587002
