alpha,gb_n_estimators,gb_max_features,gb_max_samples,gb_learning_rate,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
0.0001,25.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.506487,0.534484,0.534484,0.546616,0.530692,0.530692,694467464083452.4,708233931357391.9,708233931357391.9,97.28,19260817.0,0.522676,0.56499,0.56499
0.0001,25.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.506883,0.536239,0.536239,0.546397,0.529691,0.529691,693634847742579.6,706094255683056.8,706094255683056.8,120.98,19260817.0,0.52517,0.563941,0.563941
10.0,100.0,0.4,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.507865,0.537195,0.537195,0.545853,0.529144,0.529144,709758032683272.5,720755800839648.1,720755800839648.1,1538.89,19260817.0,0.528345,0.568134,0.568134
0.0001,25.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505853,0.531811,0.531811,0.546967,0.532214,0.532214,692102918866795.4,704830332703870.1,704830332703870.1,93.55,19260817.0,0.522449,0.560797,0.560797
10.0,100.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527304,0.527304,0.551501,0.534769,0.534769,636563738503691.1,641899969263943.5,641899969263943.5,885.55,19260817.0,0.507937,0.572327,0.572327
10.0,100.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505882,0.532135,0.532135,0.546951,0.532029,0.532029,694276205507605.8,706803619254921.9,706803619254921.9,1271.26,19260817.0,0.522449,0.560797,0.560797
10.0,25.0,0.85,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506567,0.535407,0.535407,0.546572,0.530165,0.530165,694295024009618.4,707351219172012.6,707351219172012.6,104.39,19260817.0,0.521995,0.560797,0.560797
0.0001,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.506479,0.534431,0.534431,0.546621,0.530722,0.530722,708040838173119.2,721960204136073.9,721960204136073.9,1404.31,19260817.0,0.527438,0.563941,0.563941
0.0001,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.504997,0.530666,0.530666,0.547441,0.532864,0.532864,683857113500592.5,697960575691756.1,697960575691756.1,85.78,19260817.0,0.519048,0.559748,0.559748
10.0,25.0,0.4,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.507432,0.535994,0.535994,0.546093,0.529831,0.529831,701400198606433.5,712884216262807.2,712884216262807.2,104.89,19260817.0,0.52449,0.563941,0.563941
10.0,25.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.507021,0.535834,0.535834,0.546321,0.529922,0.529922,700397620811687.4,713890827303087.6,713890827303087.6,110.45,19260817.0,0.526531,0.560797,0.560797
0.0001,100.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506538,0.535273,0.535273,0.546588,0.530242,0.530242,702111301576308.5,715919298075136.2,715919298075136.2,1363.21,19260817.0,0.521769,0.56499,0.56499
0.0001,100.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.5079,0.537071,0.537071,0.545833,0.529216,0.529216,704454741808908.0,715571049437242.2,715571049437242.2,1929.59,19260817.0,0.526304,0.563941,0.563941
0.0001,25.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506423,0.534421,0.534421,0.546652,0.530728,0.530728,701179725390908.4,715919182285915.2,715919182285915.2,92.33,19260817.0,0.52449,0.560797,0.560797
0.0001,25.0,0.4,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.507009,0.535695,0.535695,0.546327,0.530001,0.530001,699416756066282.2,712809663039268.8,712809663039268.8,98.98,19260817.0,0.527211,0.560797,0.560797
0.0001,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.449241,0.469974,0.469974,0.577449,0.56627,0.56627,843160575909630.9,876954246283360.6,876954246283360.6,98.5,19260817.0,0.546939,0.582809,0.582809
0.0001,100.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.507308,0.536571,0.536571,0.546161,0.529501,0.529501,698077818847054.9,710549582143493.2,710549582143493.2,1742.17,19260817.0,0.52517,0.560797,0.560797
0.0001,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.507054,0.535281,0.535281,0.546302,0.530237,0.530237,707036998125611.2,720317274835555.6,720317274835555.6,1465.24,19260817.0,0.522449,0.563941,0.563941
0.0001,100.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505845,0.531909,0.531909,0.546972,0.532158,0.532158,692732720727885.4,705622019222717.0,705622019222717.0,1215.55,19260817.0,0.523129,0.560797,0.560797
0.0001,100.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527275,0.527275,0.551501,0.534786,0.534786,636740714532513.4,642120808821639.9,642120808821639.9,1205.12,19260817.0,0.507937,0.572327,0.572327
0.0001,25.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505862,0.532136,0.532136,0.546962,0.532029,0.532029,696455737383752.8,709086275240197.2,709086275240197.2,92.65,19260817.0,0.522449,0.560797,0.560797
10.0,100.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.506883,0.536057,0.536057,0.546397,0.529795,0.529795,703046587401580.4,715934221231089.5,715934221231089.5,1483.19,19260817.0,0.528798,0.561845,0.561845
10.0,25.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497617,0.52729,0.52729,0.551507,0.534777,0.534777,635610692329827.4,640836648599398.4,640836648599398.4,84.76,19260817.0,0.507937,0.572327,0.572327
10.0,25.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.507469,0.536404,0.536404,0.546072,0.529597,0.529597,699509520124347.0,710863904142318.8,710863904142318.8,119.18,19260817.0,0.52517,0.563941,0.563941
10.0,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.50647,0.533935,0.533935,0.546626,0.531005,0.531005,705371642886493.9,721311221795793.5,721311221795793.5,1354.64,19260817.0,0.52585,0.563941,0.563941
10.0,100.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.507904,0.537065,0.537065,0.545831,0.529219,0.529219,703607168105601.2,714573163841455.6,714573163841455.6,1493.59,19260817.0,0.526304,0.563941,0.563941
10.0,100.0,0.4,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.506896,0.536381,0.536381,0.54639,0.529609,0.529609,698378000280617.4,710544413775010.9,710544413775010.9,1237.5,19260817.0,0.529705,0.557652,0.557652
0.0001,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.449501,0.471052,0.471052,0.577314,0.565694,0.565694,837128205459445.5,865810857581782.6,865810857581782.6,99.53,19260817.0,0.548753,0.559748,0.559748
0.0001,25.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497494,0.526485,0.526485,0.551574,0.535232,0.535232,630614608815643.5,636448298725651.1,636448298725651.1,83.46,19260817.0,0.506576,0.578616,0.578616
0.0001,25.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497617,0.52729,0.52729,0.551507,0.534777,0.534777,635610692329827.4,640836648599398.4,640836648599398.4,81.85,19260817.0,0.507937,0.572327,0.572327
0.0001,100.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527304,0.527304,0.551501,0.534769,0.534769,636563738503691.1,641899969263943.5,641899969263943.5,820.59,19260817.0,0.507937,0.572327,0.572327
10.0,25.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505856,0.531807,0.531807,0.546966,0.532216,0.532216,692732145914246.0,705496820421332.8,705496820421332.8,90.54,19260817.0,0.522222,0.560797,0.560797
10.0,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.449241,0.469974,0.469974,0.577449,0.56627,0.56627,843160575909630.9,876954246283360.6,876954246283360.6,95.95,19260817.0,0.546939,0.582809,0.582809
10.0,25.0,0.85,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.507301,0.536481,0.536481,0.546165,0.529552,0.529552,698360901772006.5,710888597400391.1,710888597400391.1,133.49,19260817.0,0.52449,0.560797,0.560797
0.0001,25.0,0.85,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505856,0.531807,0.531807,0.546966,0.532216,0.532216,692732145914246.0,705496820421332.8,705496820421332.8,91.93,19260817.0,0.522222,0.560797,0.560797
0.0001,100.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.507449,0.536936,0.536936,0.546083,0.529293,0.529293,705676235037091.4,717234475893396.9,717234475893396.9,1664.08,19260817.0,0.526757,0.563941,0.563941
0.0001,100.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.507861,0.537259,0.537259,0.545855,0.529108,0.529108,710169491624105.4,721362903264221.4,721362903264221.4,1764.85,19260817.0,0.527664,0.563941,0.563941
0.0001,100.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.506911,0.536326,0.536326,0.546382,0.529641,0.529641,697162765514008.0,709358869314916.4,709358869314916.4,1241.62,19260817.0,0.526757,0.561845,0.561845
10.0,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,0.449501,0.471052,0.471052,0.577314,0.565694,0.565694,837128205459445.5,865810857581782.6,865810857581782.6,98.66,19260817.0,0.548753,0.559748,0.559748
0.0001,100.0,0.4,0.85,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.505881,0.532154,0.532154,0.546952,0.532018,0.532018,695119761661005.6,707619665969065.6,707619665969065.6,1189.37,19260817.0,0.522449,0.560797,0.560797
10.0,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.424229,0.447053,0.447053,0.590416,0.578385,0.578385,890080822541975.1,925784960969940.6,925784960969940.6,92.27,19260817.0,0.550567,0.559748,0.559748
