n_hidden_layers,lambda_lasso,learning_rate,activation,dropout_prob,num_epochs,epoch_batch_size,batch_normalisation,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,verbose,loss_function,batch_size,gpu,gpu_id,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
1.0,1e-06,1.0,relu,0.5,1000.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.348872,0.360668,0.360668,0.627865,0.621925,0.621925,228691846351431.28,251611636421370.56,251611636421370.56,58.5,19260817.0,False,MSE,128.0,False,0.0,0.460317,0.442348,0.442348
1.0,1e-06,1.0,relu,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.016714,-0.016727,-0.016727,0.784572,0.784291,0.784291,393466436947637.75,393510485169258.3,393510485169258.3,124.61,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,1.0,tanh,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.165898,0.19651,0.19651,0.710629,0.697213,0.697213,1641052817310568.8,1642001713651113.0,1642001713651113.0,58.63,19260817.0,False,MSE,128.0,False,0.0,0.505442,0.569182,0.569182
1.0,1e-06,1.0,tanh,0.1,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.249047,0.257078,0.257078,0.674279,0.67042,0.67042,1111869090335085.8,1125705102464536.0,1125705102464536.0,131.91,19260817.0,False,MSE,128.0,False,0.0,0.505669,0.525157,0.525157
5.0,0.1,1.0,relu,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319708,-0.04829,-0.049056,-0.049056,0.796662,0.796663,0.796663,92394099934840.34,92444601223538.12,92444601223538.12,62.56,19260817.0,False,MSE,128.0,False,0.0,0.007029,0.003145,0.003145
5.0,1e-06,0.0001,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.265581,0.275852,0.275852,0.666815,0.661895,0.661895,800778718306031.6,788538832145757.4,788538832145757.4,166.21,19260817.0,False,MSE,128.0,False,0.0,0.507483,0.5587,0.5587
5.0,0.1,1.0,relu,0.1,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,421258933198.5759,421306092765.7124,421306092765.7124,145.91,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,1.0,relu,0.5,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.160321,0.175625,0.175625,0.713001,0.706216,0.706216,459764407572262.94,468174839001340.7,468174839001340.7,141.25,19260817.0,False,MSE,128.0,False,0.0,0.419048,0.458071,0.458071
1.0,1e-06,0.0001,relu,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.426831,0.44302,0.44302,0.58908,0.58049,0.58049,810980736729844.1,842850025851674.2,842850025851674.2,54.55,19260817.0,False,MSE,128.0,False,0.0,0.543311,0.574423,0.574423
5.0,0.1,0.0001,tanh,0.5,1000.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,109797932172.06952,109810223954.02498,109810223954.02498,1340.88,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,1.0,tanh,0.1,1000.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.375619,0.384367,0.384367,0.614834,0.61029,0.61029,868025188922946.2,875148125414342.4,875148125414342.4,52.85,19260817.0,False,MSE,128.0,False,0.0,0.526984,0.570231,0.570231
5.0,1e-06,0.0001,tanh,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.023628,0.044504,0.044504,0.768849,0.760308,0.760308,1081812568815986.6,1068586132172688.1,1068586132172688.1,5.14,19260817.0,False,MSE,128.0,False,0.0,0.384807,0.358491,0.358491
5.0,1e-06,0.0001,tanh,0.5,1000.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.440415,0.459033,0.459033,0.582058,0.572085,0.572085,481137685018355.06,483518738562110.25,483518738562110.25,1412.39,19260817.0,False,MSE,128.0,False,0.0,0.504762,0.567086,0.567086
1.0,0.1,0.0001,tanh,0.5,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.298219,0.307083,0.307083,0.65183,0.647464,0.647464,363946948533171.2,365952400307799.1,365952400307799.1,56.51,19260817.0,False,MSE,128.0,False,0.0,0.487755,0.544025,0.544025
1.0,1e-06,1.0,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.145628,0.156647,0.156647,0.719212,0.714299,0.714299,1858366489931410.2,1869603457296631.2,1869603457296631.2,1267.56,19260817.0,False,MSE,128.0,False,0.0,0.470522,0.497904,0.497904
5.0,1e-06,0.0001,relu,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.211431,0.222385,0.222385,0.69096,0.685895,0.685895,882601049584903.5,888414499090696.0,888414499090696.0,55.97,19260817.0,False,MSE,128.0,False,0.0,0.456463,0.490566,0.490566
5.0,1e-06,1.0,relu,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-2.505912,-0.86743,-0.86743,1.456914,1.062912,1.062912,433407363327456.5,438261663538663.75,438261663538663.75,173.95,19260817.0,False,MSE,128.0,False,0.0,0.304308,0.24109,0.24109
5.0,0.1,0.0001,relu,0.5,1000.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,703513543623.104,703592301345.6765,703592301345.6765,1503.57,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,0.1,1.0,relu,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.015118,-0.014831,-0.014831,0.783956,0.78356,0.78356,225665711280210.66,225517631777253.88,225517631777253.88,5.4,19260817.0,False,MSE,128.0,False,0.0,0.046712,0.027254,0.027254
5.0,1e-06,1.0,tanh,0.1,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,-0.168294,-0.172143,-0.172143,0.841026,0.842104,0.842104,2220617684441978.2,2218034678090281.2,2218034678090281.2,151.73,19260817.0,False,MSE,128.0,False,0.0,0.512245,0.569182,0.569182
5.0,1e-06,0.0001,tanh,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.149882,0.166075,0.166075,0.717419,0.710295,0.710295,1144402065687879.2,1119413515502273.2,1119413515502273.2,6.94,19260817.0,False,MSE,128.0,False,0.0,0.466667,0.549266,0.549266
5.0,1e-06,1.0,relu,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-32.336082,-32.155883,-32.155883,4.492526,4.478737,4.478737,1.7038877632457798e+16,1.7024457548693524e+16,1.7024457548693524e+16,5.66,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,0.0001,tanh,0.1,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.395814,0.410453,0.410453,0.60481,0.59722,0.59722,322334714266615.7,320757435670812.94,320757435670812.94,136.91,19260817.0,False,MSE,128.0,False,0.0,0.507937,0.554507,0.554507
1.0,1e-06,1.0,relu,0.5,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.015871,-0.015882,-0.015882,0.784246,0.783965,0.783965,383406797560269.94,383449719614107.06,383449719614107.06,54.71,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,1e-06,1.0,tanh,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.045291,0.060926,0.060926,0.760272,0.753746,0.753746,1228883231123834.0,1225777439487061.5,1225777439487061.5,60.59,19260817.0,False,MSE,128.0,False,0.0,0.402268,0.463312,0.463312
1.0,0.1,1.0,relu,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,0.320234,0.342656,0.342656,0.641524,0.630626,0.630626,462414355263726.3,485883917241946.0,485883917241946.0,5.03,19260817.0,False,MSE,128.0,False,0.0,0.517687,0.552411,0.552411
5.0,0.1,1.0,relu,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.003906,-0.003941,-0.003941,0.779614,0.779344,0.779344,194658162280459.6,194742628333733.62,194742628333733.62,157.59,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,0.0001,relu,0.5,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.322194,0.334569,0.334569,0.640599,0.634493,0.634493,191443208659694.7,190482949859929.1,190482949859929.1,1425.24,19260817.0,False,MSE,128.0,False,0.0,0.506122,0.573375,0.573375
1.0,1e-06,1.0,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.003769,0.029958,0.029958,0.776629,0.766073,0.766073,1890741748556990.8,1901968813678876.0,1901968813678876.0,1347.79,19260817.0,False,MSE,128.0,False,0.0,0.4839,0.538784,0.538784
5.0,1e-06,0.0001,tanh,0.1,1000.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.409624,0.426836,0.426836,0.597857,0.588863,0.588863,662083161800809.9,662082384912050.1,662082384912050.1,58.56,19260817.0,False,MSE,128.0,False,0.0,0.51746,0.561845,0.561845
5.0,1e-06,0.0001,relu,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.00355,0.003723,0.003723,0.776714,0.776364,0.776364,66932748261420.38,66978340173752.266,66978340173752.266,6.86,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,1.0,tanh,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.121735,0.124384,0.124384,0.729199,0.727834,0.727834,253461517745120.1,253806799642189.75,253806799642189.75,5.1,19260817.0,False,MSE,128.0,False,0.0,0.507029,0.563941,0.563941
5.0,1e-06,0.0001,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.519293,0.521209,0.521209,0.539478,0.538206,0.538206,514288446331807.5,552670144972200.25,552670144972200.25,1605.0,19260817.0,False,MSE,128.0,False,0.0,0.533107,0.584906,0.584906
5.0,0.1,0.0001,tanh,0.1,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,0.371175,0.383357,0.383357,0.617019,0.61079,0.61079,370771839834841.56,369229494511038.7,369229494511038.7,161.06,19260817.0,False,MSE,128.0,False,0.0,0.508617,0.560797,0.560797
1.0,1e-06,1.0,tanh,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,0.119782,0.119656,0.119656,0.73001,0.729796,0.729796,701307862168560.4,701374391802508.6,701374391802508.6,6.65,19260817.0,False,MSE,128.0,False,0.0,0.412245,0.40566,0.40566
1.0,0.1,1.0,relu,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.000664,-0.000681,-0.000681,0.778354,0.778078,0.778078,70898675891668.61,70910074480088.27,70910074480088.27,1294.39,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,1e-06,1.0,relu,0.1,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.034542,-0.411352,-0.411352,0.76454,0.924045,0.924045,249494628102975.1,310474222233817.94,310474222233817.94,138.19,19260817.0,False,MSE,128.0,False,0.0,0.491837,0.496855,0.496855
1.0,1e-06,0.0001,tanh,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.000676,0.018033,0.018033,0.777833,0.770768,0.770768,1561945463220732.0,1577244440256351.8,1577244440256351.8,6.18,19260817.0,False,MSE,128.0,False,0.0,0.444898,0.450734,0.450734
1.0,0.1,1.0,relu,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.126285,0.140342,0.140342,0.727308,0.721171,0.721171,56793899296489.914,57583917987704.06,57583917987704.06,135.92,19260817.0,False,MSE,128.0,False,0.0,0.205669,0.184486,0.184486
1.0,0.1,1.0,relu,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,-0.259362,-0.320345,-0.320345,0.87319,0.893756,0.893756,631950434218064.0,644377593797293.6,644377593797293.6,5.88,19260817.0,False,MSE,128.0,False,0.0,0.27483,0.233753,0.233753
1.0,1e-06,1.0,relu,0.5,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.052784,0.138656,0.138656,0.757282,0.721877,0.721877,561938130525775.06,552717574467510.2,552717574467510.2,5.09,19260817.0,False,MSE,128.0,False,0.0,0.491383,0.506289,0.506289
5.0,0.1,0.0001,relu,0.1,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,-0.386789,-0.375679,-0.375679,0.916302,0.912292,0.912292,1268670519178631.2,1279776473911815.5,1279776473911815.5,6.82,19260817.0,False,MSE,128.0,False,0.0,0.038776,0.023061,0.023061
